679,68
679,68
679,68
679,68
679,68
679,68
679,68
678,69
673,72
667,77
660,80
654,84
647,88
639,93
631,99
622,107
609,115
592,128
576,143
556,160
530,185
507,209
483,233
454,263
428,289
402,313
378,337
353,356
325,374
303,387
287,395
272,403
262,406
254,407
250,408
244,410
238,413
231,416
224,420
217,424
210,427
203,431
198,435
193,438
189,439
186,441
183,443
179,445
175,449
170,453
165,457
160,460
156,464
152,467
149,469
146,471
145,473
144,473
144,473
144,473
144,473
144,472
148,466
155,460
164,452
183,442
208,426
229,412
249,396
270,378
289,362
309,345
333,322
352,301
376,274
394,250
412,226
431,201
447,184
465,166
481,155
498,144
513,135
529,127
547,119
564,111
582,102
596,95
609,89
624,82
639,76
656,69
670,64
682,59
692,54
700,50
707,47
712,44
716,42
718,41
720,39
721,39
721,38
721,38
721,38
720,40
716,43
709,50
701,58
691,67
678,80
665,93
648,109
633,124
617,140
601,156
585,172
569,188
551,206
536,221
523,232
509,242
494,253
482,262
465,276
443,292
420,307
396,319
376,331
358,342
340,353
316,366
307,371
292,379
277,388
261,397
243,407
225,416
209,424
195,430
182,436
171,440
160,445
152,449
144,454
136,460
128,465
121,470
116,474
111,477
107,480
103,483
98,486
93,489
87,493
81,496
77,498
75,499
75,499
75,499
75,499
76,498
78,494
83,488
91,480
102,472
118,461
136,449
156,437
175,427
203,410
213,404
238,390
266,373
292,359
327,340
354,321
378,304
396,288
412,272
424,261
435,250
447,239
458,229
470,218
482,208
497,196
510,186
524,175
541,161
557,147
575,133
591,121
607,111
622,102
632,94
640,87
648,81
655,76
660,72
667,69
672,65
679,61
687,56
696,51
708,45
717,40
724,36
731,33
733,32
735,31
735,31
735,31
735,31
733,33
731,37
726,43
720,51
712,60
699,73
683,88
666,103
645,118
624,135
606,150
589,165
571,181
549,201
529,222
506,246
487,266
469,284
449,303
431,319
413,334
395,349
373,364
354,376
333,388
316,397
300,405
282,415
266,424
249,434
234,443
219,451
203,460
189,467
175,472
162,478
150,484
140,489
132,494
123,499
114,503
106,507
97,511
89,516
81,521
72,526
65,530
62,532
60,533
60,533
60,533
59,533
59,533
60,531
66,526
75,519
95,510
118,497
145,482
174,466
201,451
220,439
238,426
255,414
268,405
282,394
294,386
306,377
319,368
333,358
346,347
362,334
375,323
388,311
401,299
412,289
424,276
435,265
446,253
460,237
472,225
479,217
489,206
499,196
509,185
518,177
527,168
537,159
547,150
558,142
569,133
580,125
591,117
602,108
610,101
620,93
627,87
636,81
644,75
652,69
661,62
671,56
681,49
690,43
698,39
706,36
710,33
712,32
715,31
716,30
717,30
718,29
718,29
718,29
717,31
713,36
705,44
696,54
678,71
662,85
646,98
638,106
629,116
620,125
613,133
606,140
595,150
574,166
566,172
555,180
542,190
530,199
518,208
508,216
497,225
488,233
475,244
460,258
444,272
428,286
410,300
394,310
383,319
372,328
362,336
351,344
338,353
323,363
307,373
290,382
276,390
262,399
249,407
235,414
220,422
208,428
195,435
182,442
171,450
160,457
150,463
142,469
133,474
125,479
115,485
103,492
91,499
79,506
69,511
61,514
58,516
57,516
56,517
56,517
56,517
56,517
55,517
55,516
56,512
59,507
64,500
72,491
83,483
99,472
120,460
140,448
164,435
184,423
205,410
224,396
241,382
259,367
275,354
291,338
309,321
325,307
338,295
350,283
361,271
372,260
383,249
393,239
404,229
417,218
428,210
439,202
450,194
463,185
474,177
485,171
497,165
509,158
523,150
535,143
547,136
560,128
573,120
585,112
597,104
609,96
621,87
630,80
639,74
647,69
655,65
662,60
668,56
674,52
681,48
689,43
695,39
701,36
705,34
709,33
712,32
715,30
717,30
718,30
719,30
719,30
719,30
717,32
712,38
704,46
694,54
677,67
661,80
648,91
637,101
625,110
614,120
603,129
590,139
577,151
562,164
543,178
530,189
514,203
492,220
469,236
446,252
424,267
405,280
385,291
369,301
351,311
330,325
323,330
309,339
293,350
279,359
266,368
253,377
243,385
230,395
219,404
207,412
194,421
181,430
169,438
156,447
147,453
139,458
131,462
128,465
124,469
119,473
114,478
109,484
103,489
98,494
94,499
90,503
88,506
86,508
84,509
83,510
82,510
81,510
81,510
82,509
84,506
88,500
92,494
99,487
109,478
124,470
140,462
163,451
190,438
214,424
241,411
261,401
277,393
290,383
301,373
312,361
324,349
336,337
347,326
359,314
369,304
379,295
388,286
397,278
405,270
413,262
421,255
430,247
439,240
447,233
456,226
464,219
473,211
481,204
489,197
497,190
506,182
514,175
522,167
531,159
541,151
551,143
560,135
570,126
580,118
592,109
604,101
616,92
625,86
635,78
644,73
654,66
663,61
671,56
680,51
688,47
693,43
699,40
703,37
708,34
712,31
717,28
722,25
727,21
731,19
734,17
737,15
740,13
744,11
748,9
751,6
755,4
758,1
760,0
760,0
760,0
760,0
760,0
760,0
760,0
760,0
